"#%s. ","#%s. "
"Comment (of Sales Order %s at status %s) has id %s has been updated successfully.","Comment (of Sales Order %s at status %s) has id %s has been updated successfully."
"Comment (of Shipment %s) has id %s has been updated successfully.","Comment (of Shipment %s) has id %s has been updated successfully."
"Comments & Zoho Tasks","Comments & Zoho Tasks"
"Comments History","Comments History"
"Completed","Completed"
"Conditions","Conditions"
"Conditions to Load Data Automatically in Cronjob","Conditions to Load Data Automatically in Cronjob"
"Console Contents","Console Contents"
"contains","contains"
"Convert Lead","Convert Lead"
"Country","Country"
"Coupon Code","Coupon Code"
"Created New Manually","Created New Manually"
"Created Time","Created Time"
"Credit Memo %s has has been added new comment successfully.","Credit Memo %s has has been added new comment successfully."
"Credit Memos","Credit Memos"
"CRM4Ecommerce ZohoCRM Free Settings","CRM4Ecommerce ZohoCRM Free Settings"
"Cronjob Synchronization Status","Cronjob Synchronization Status"
"CSV","CSV"
"Currencies","Currencies"
"Currency","Currency"
"Currency Code","Currency Code"
"Currency Rate","Currency Rate"
"Currency Rate (From Base Currency)","Currency Rate (From Base Currency)"
"Current Id","Current Id"
"Current Index","Current Index"
"Current time is: <b>%s</b>","Current time is: <b>%s</b>"
"Current Zoho user account has been auto-changed to \"%s\".","Current Zoho user account has been auto-changed to \"%s\"."
"Custom Options","Custom Options"
"Customer %s isn't synchronized but this object can't be synchronized. So customer address %s can't be synchronized.","Customer %s isn't synchronized but this object can't be synchronized. So customer address %s can't be synchronized."
"Customer %s (%s) has been created new successfully.","Customer %s (%s) has been created new successfully."
"Customer %s (%s) has been updated successfully.","Customer %s (%s) has been updated successfully."
"Customer address has \"%s\" has been synchronized successfully.","Customer address has \"%s\" has been synchronized successfully."
"Customer address has been synchronized unsuccessfully: You have no permission do this.","Customer address has been synchronized unsuccessfully: You have no permission do this."
"Customer address has id \"%s\" is not existed.","Customer address has id \"%s\" is not existed."
"Customer Address Saved (Frontend)","Customer Address Saved (Frontend)"
"Customer Email","Customer Email"
"Customer Group Id","Customer Group Id"
"Customer Groups","Customer Groups"
"Customer has been synchronized unsuccessfully: You have no permission do this.","Customer has been synchronized unsuccessfully: You have no permission do this."
"Customer has id \"%s\" has been synchronized successfully.","Customer has id \"%s\" has been synchronized successfully."
"Customer has id \"%s\" is not existed.","Customer has id \"%s\" is not existed."
"Customer has zoho type is \"Accounts\" and address id \"%s\" not found.","Customer has zoho type is \"Accounts\" and address id \"%s\" not found."
"Customer Information","Customer Information"
"Customer Login (Frontend)","Customer Login (Frontend)"
"Customer Logout (Frontend)","Customer Logout (Frontend)"
"Customer Name","Customer Name"
"Customer Sales","Customer Sales"
"Customer Saved (Backend)","Customer Saved (Backend)"
"Customer Saved (Frontend)","Customer Saved (Frontend)"
"Customer(s) has been added to synchronization queue unsuccessfully: You have no permission do this.","Customer(s) has been added to synchronization queue unsuccessfully: You have no permission do this."
"Customer's address(es) has been added to synchronization queue unsuccessfully: You have no permission do this.","Customer's address(es) has been added to synchronization queue unsuccessfully: You have no permission do this."
"Customer's Addresses","Customer's Addresses"
"Customers","Customers"
"Customers / Subscribers from Leads","Customers / Subscribers from Leads"
"Customers & Zoho Accounts","Customers & Zoho Accounts"
"Customers & Zoho Leads","Customers & Zoho Leads"
"Customers are Zoho Accounts","Customers are Zoho Accounts"
"Customers are Zoho Leads","Customers are Zoho Leads"
"Customers from Acccounts","Customers from Acccounts"
"Customers not Connected","Customers not Connected"
"Customer's Addresses from Contacts","Customer's Addresses from Contacts"
"Create authtoken of zoho account \"%s\" successfully.","Create authtoken of zoho account \"%s\" successfully."
"Create authtoken of zoho account \"%s\" unsuccessfully.<br/>%s.","Create authtoken of zoho account \"%s\" unsuccessfully.<br/>%s."
"Create default value for zoho field \"%s\" successfully.","Create default value for zoho field \"%s\" successfully."
"Create Token","Create Token"
"Created At","Created At"
"Created In Store","Created In Store"
"Dashboard","Dashboard"
"Data Logging","Data Logging"
"Data Type","Data Type"
"day(s)","day(s)"
"Default Attribute Set","Default Attribute Set"
"Default Email","Default Email"
"Default Email is General Contact Email.","Default Email is General Contact Email."
"Default email of created new customer when zoho admin create new a account but don't input account email. Attention: Parameter {{zoho_id}} will be Zoho Lead Id.","Default email of created new customer when zoho admin create new a account but don't input account email. Attention: Parameter {{zoho_id}} will be Zoho Lead Id."
"Default email of created new customer when zoho admin create new a lead but didn't input lead email. Attention: Parameter {{zoho_id}} will be Zoho Lead Id.","Default email of created new customer when zoho admin create new a lead but didn't input lead email. Attention: Parameter {{zoho_id}} will be Zoho Lead Id."
"Default is: <b>\"%s\"</b>.","Default is: <b>\"%s\"</b>."
"Default is: <b>\"%s\"</b>.<br/><b>Attention:</b> {{if coupon_code}} this mean check coupon_code is true / not null / not empty or not.","Default is: <b>\"%s\"</b>.<br/><b>Attention:</b> {{if coupon_code}} this mean check coupon_code is true / not null / not empty or not."
"Default Payment Method","Default Payment Method"
"Default Product Type","Default Product Type"
"Default Sender is General Contact Name.","Default Sender is General Contact Name."
"Default Shipping Method","Default Shipping Method"
"Default Status","Default Status"
"Default status of created new subscriber when zoho admin create new a lead but didn't input subscriber status.","Default status of created new subscriber when zoho admin create new a lead but didn't input subscriber status."
"Default: System will add zoho contact that corresponding with order billing address into contacts list of campaign. If value of this setting is Yes, system will add more zoho contact that corresponding with order shipping address into contacts list of campaign.","Default: System will add zoho contact that corresponding with order billing address into contacts list of campaign. If value of this setting is Yes, system will add more zoho contact that corresponding with order shipping address into contacts list of campaign."
"Default Value","Default Value"
"Delete","Delete"
"Delete Log","Delete Log"
"Delete Queue Item","Delete Queue Item"
"Deleted","Deleted"
"Descending","Descending"
"Description","Description"
"Disable","Disable"
"Disable quote","Disable quote"
"Disabled","Disabled"
"Discount Amount","Discount Amount"
"Discount Amount to Subproducts","Discount Amount to Subproducts"
"Discount Description","Discount Description"
"Discount Qty Step (Buy X)","Discount Qty Step (Buy X)"
"Do you really want to clear all items of synchronization queue?","Do you really want to clear all items of synchronization queue?"
"Do you really want to delete this mapping attribute?","Do you really want to delete this mapping attribute?"
"Do you really want to delete this mapping currency?","Do you really want to delete this mapping currency?"
"Do you really want to delete this payment attribute?","Do you really want to delete this payment attribute?"
"Do you really want to delete this zoho user account?","Do you really want to delete this zoho user account?"
"Do you really want to re-put this item into synchronization queue?","Do you really want to re-put this item into synchronization queue?"
"Do you really want to report empty quotes?","Do you really want to report empty quotes?"
"Do you really want to reset Zoho id for all addresses?","Do you really want to reset Zoho id for all addresses?"
"Do you really want to reset Zoho id for all catalog price rules?","Do you really want to reset Zoho id for all catalog price rules?"
"Do you really want to reset Zoho id for all customers?","Do you really want to reset Zoho id for all customers?"
"Do you really want to reset Zoho id for all invoices?","Do you really want to reset Zoho id for all invoices?"
"Do you really want to reset Zoho id for all orders?","Do you really want to reset Zoho id for all orders?"
"Do you really want to reset Zoho id for all products?","Do you really want to reset Zoho id for all products?"
"Do you really want to reset Zoho id for all quotes?","Do you really want to reset Zoho id for all quotes?"
"Do you really want to reset Zoho id for all shopping cart price rules?","Do you really want to reset Zoho id for all shopping cart price rules?"
"Do you really want to reset Zoho id for all subscribers?","Do you really want to reset Zoho id for all subscribers?"
"Do you really want to reset Zoho id of Tasks of all orders?","Do you really want to reset Zoho id of Tasks of all orders?"
"Do you really want to save these mapping?","Do you really want to save these mapping?"
"Do you really want to save this mapping?","Do you really want to save this mapping?"
"Do you really want to save this payment attribute?","Do you really want to save this payment attribute?"
"Do you really want to save this zoho user account?","Do you really want to save this zoho user account?"
"Do you really want to stop this item from synchronization queue?","Do you really want to stop this item from synchronization queue?"
"Do you really want to truncate data of log table?","Do you really want to truncate data of log table?"
"Do you really want to un-report empty quotes?","Do you really want to un-report empty quotes?"
"doesn't contain","doesn't contain"
"Domain Affected Ids","Domain Affected Ids"
"Don't do anything","Don't do anything"
"Don't Report Empty Quotes","Don't Report Empty Quotes"
"Don't Save Log","Don't Save Log"
"Don't Synchronize","Don't Synchronize"
"Due Date after","Due Date after"
"Due date will be calculated from start date and is synchronized only once when event is created.","Due date will be calculated from start date and is synchronized only once when event is created."
"Due date will be calculated from start date and is synchronized only once when task is created.","Due date will be calculated from start date and is synchronized only once when task is created."
"Duplicate Email","Duplicate Email"
"Duplicate Insert","Duplicate Insert"
"Each Shopping Cart Price Rule will have different names on each store view. So, the best solution for synchronizing labels from Magento into Zoho CRM that is mapping this field with a Zoho CRM Textarea field. The above format is used for each row in Zoho CRM Textarea field corresponding with name of rule on each store view.<br/>Default format is: <b>\"%s\"</b>.","Each Shopping Cart Price Rule will have different names on each store view. So, the best solution for synchronizing labels from Magento into Zoho CRM that is mapping this field with a Zoho CRM Textarea field. The above format is used for each row in Zoho CRM Textarea field corresponding with name of rule on each store view.<br/>Default format is: <b>\"%s\"</b>."
"Each time update","Each time update"
"Edit","Edit"
"Edit All","Edit All"
"Email","Email"
"Email Template","Email Template"
"Enable Discount to Subproducts","Enable Discount to Subproducts"
"Enable Qty Increments","Enable Qty Increments"
"Enabled","Enabled"
"End Time","End Time"
"Ended of records.","Ended of records."
"ends with","ends with"
"equals","equals"
"Error","Error"
"ERROR","ERROR"
"Error from ZohoCRM","Error from ZohoCRM"
"ERROR: Connection is failure.","ERROR: Connection is failure."
"Error: Customer Group \"%s\" was crossed 32 characters.","Error: Customer Group \"%s\" was crossed 32 characters."
"ERROR: Input load data, please.","ERROR: Input load data, please."
"ERROR: Input Load From, please.","ERROR: Input Load From, please."
"ERROR: Input Load To, please.","ERROR: Input Load To, please."
"ERROR: Input remote data, please.","ERROR: Input remote data, please."
"ERROR: Load fields is failured. Maybe module is disabled!","ERROR: Load fields is failured. Maybe module is disabled!"
"ERROR: Load From must less than Load To.","ERROR: Load From must less than Load To."
"ERROR: Load From must be positive integer number, please.","ERROR: Load From must be positive integer number, please."
"ERROR: Load To must be positive integer number, please.","ERROR: Load To must be positive integer number, please."
"Error: Synchronizing module doesn't allow importing guest account.","Error: Synchronizing module doesn't allow importing guest account."
"Error: System can't get remote data because there is no Customer linked with Account of this Contact.","Error: System can't get remote data because there is no Customer linked with Account of this Contact."
"Error: System can't get remote data because there is no Sales Order, Invoice, Shipment or Credit Memo is markuped in Subject of Task.","Error: System can't get remote data because there is no Sales Order, Invoice, Shipment or Credit Memo is markuped in Subject of Task."
"Error: System can't get remote data because there is no Zoho Account is linked with this Contact.","Error: System can't get remote data because there is no Zoho Account is linked with this Contact."
"Error: Zoho User Account \"%s\" is inactive, let configure other account.","Error: Zoho User Account \"%s\" is inactive, let configure other account."
"Event add to Queue","Event add to Queue"
"Event Subject","Event Subject"
"Events & Comments of Orders","Events & Comments of Orders"
"Every time","Every time"
"Exceeded maximum allowed authtokens. Let log in <a target='_blank' href='https://accounts.zoho.com/'>Zoho Accounts</a> open Settings > Active Authtokens and remove some Active Authtokens.","Exceeded maximum allowed authtokens. Let log in <a target='_blank' href='https://accounts.zoho.com/'>Zoho Accounts</a> open Settings > Active Authtokens and remove some Active Authtokens."
"Execute synchronizing customer in report","Execute synchronizing customer in report"
"Execute synchronizing customer's address in report","Execute synchronizing customer's address in report"
"Execute synchronizing invoice in report","Execute synchronizing invoice in report"
"Execute synchronizing order in report","Execute synchronizing order in report"
"Execute synchronizing product in report","Execute synchronizing product in report"
"Execute synchronizing promotion in report","Execute synchronizing promotion in report"
"Execute synchronizing quote in report","Execute synchronizing quote in report"
"Execute synchronizing subscriber in report","Execute synchronizing subscriber in report"
"Expire Date","Expire Date"
"Expired","Expired"
"Failure","Failure"
"Failure Ids","Failure Ids"
"Find new version","Find new version"
"Finished remoting data!","Finished remoting data!"
"Free Shipping","Free Shipping"
"From (store)","From (store)"
"From First Id","From First Id"
"From Store","From Store"
"From Date","From Date"
"From Id","From Id"
"from index","from index"
"Generated Coupons","Generated Coupons"
"Generated Coupons Format","Generated Coupons Format"
"Get values of attribute","Get values of attribute"
"greater than","greater than"
"greater or equals than","greater or equals than"
"Guest","Guest"
"Guest Account Name","Guest Account Name"
"Guest account will be created in ZohoCRM when magento guest creates order. This setting parameter will markup to import guest account into Magento customer or not.","Guest account will be created in ZohoCRM when magento guest creates order. This setting parameter will markup to import guest account into Magento customer or not."
"has","has"
"has value","has value"
"Help","Help"
"id","id"
"Id","Id"
"ID","ID"
"Import all Leads?","Import all Leads?"
"Import Guest?","Import Guest?"
"In Time","In Time"
"In period","In period"
"Inactive","Inactive"
"Initializing...","Initializing..."
"Input Password of Zoho Account, Please","Input Password of Zoho Account, Please"
"Interrupted","Interrupted"
"Invoice %s of customer %s has been created successfully.","Invoice %s of customer %s has been created successfully."
"Invoice %s of customer %s has been updated successfully.","Invoice %s of customer %s has been updated successfully."
"Invoice %s of guest %s has been created successfully.","Invoice %s of guest %s has been created successfully."
"Invoice %s of guest %s has been updated successfully.","Invoice %s of guest %s has been updated successfully."
"Invoice %s has been added new comment successfully.","Invoice %s has been added new comment successfully."
"Invoice has been updated unsuccessfully: Cannot found order has Zoho Id %s.","Invoice has been updated unsuccessfully: Cannot found order has Zoho Id %s."
"Invoice has been added to synchronization queue unsuccessfully: You have no permission do this.","Invoice has been added to synchronization queue unsuccessfully: You have no permission do this."
"Invoice has been synchronized unsuccessfully: You have no permission do this.","Invoice has been synchronized unsuccessfully: You have no permission do this."
"Invoice has been updated unsuccessfully: Firstly, let assign an salesorder for invoice.","Invoice has been updated unsuccessfully: Firstly, let assign an salesorder for invoice."
"Invoice has id \"%s\" has been synchronized successfully.","Invoice has id \"%s\" has been synchronized successfully."
"Invoice has id \"%s\" is not existed.","Invoice has id \"%s\" is not existed."
"Invoice Information","Invoice Information"
"Invoice Saved (Backend)","Invoice Saved (Backend)"
"Invoice Saved (Frontend)","Invoice Saved (Frontend)"
"Invoice Settings have been saved successfully.","Invoice Settings have been saved successfully."
"Invoice's Statuses Mapping","Invoice's Statuses Mapping"
"Invoices","Invoices"
"Invoices from Invoices","Invoices from Invoices"
"is","is"
"Is Additional","Is Additional"
"is complete","is complete"
"Is Guest","Is Guest"
"is not one of values","is not one of values"
"Is Not Synchronizing","Is Not Synchronizing"
"is one of values","is one of values"
"Is Synchronizing","Is Synchronizing"
"Is Using","Is Using"
"Is Visible on Frontend","Is Visible on Frontend"
"Items Conditions","Items Conditions"
"Items Count","Items Count"
"Items Format","Items Format"
"Items Qty","Items Qty"
"Items Qty/Count","Items Qty/Count"
"Labels","Labels"
"Labels Format","Labels Format"
"Last Load Data","Last Load Data"
"Lead Company","Lead Company"
"Leads","Leads"
"less than","less than"
"less or equals than","less or equals than"
"Lifetime Sales","Lifetime Sales"
"Load","Load"
"Load %s has id %s %s.","Load %s has id %s %s."
"Load all Accounts in cache successfully.","Load all Accounts in cache successfully."
"Load all Campaigns in cache successfully.","Load all Campaigns in cache successfully."
"Load all Contacts in cache successfully.","Load all Contacts in cache successfully."
"Load all Invoices in cache successfully.","Load all Invoices in cache successfully."
"Load all Leads in cache successfully.","Load all Leads in cache successfully."
"Load all Products in cache successfully.","Load all Products in cache successfully."
"Load all Quotes in cache successfully.","Load all Quotes in cache successfully."
"Load all Sales Orders in cache successfully.","Load all Sales Orders in cache successfully."
"Load all Tasks in cache successfully.","Load all Tasks in cache successfully."
"Load Accounts","Load Accounts"
"Load Accounts Help","Load Accounts Help"
"Load Accounts when","Load Accounts when"
"Load Campaigns","Load Campaigns"
"Load Campaigns Help","Load Campaigns Help"
"Load Campaigns when","Load Campaigns when"
"Load Contacts","Load Contacts"
"Load Contacts Help","Load Contacts Help"
"Load Contacts when","Load Contacts when"
"Load Data in Cronjob","Load Data in Cronjob"
"Load Data Instantly","Load Data Instantly"
"Load Data from ZohoCRM","Load Data from ZohoCRM"
"Load Fields","Load Fields"
"Load From","Load From"
"Load Id","Load Id"
"Load Invoices","Load Invoices"
"Load Invoices when","Load Invoices when"
"Load Leads","Load Leads"
"Load Leads Help","Load Leads Help"
"Load Leads when","Load Leads when"
"Load Object","Load Object"
"Load Objects","Load Objects"
"Load Products","Load Products"
"Load Products Help","Load Products Help"
"Load Products when","Load Products when"
"Load Quotes","Load Quotes"
"Load Quotes when","Load Quotes when"
"Load Sales' Comments Help","Load Sales' Comments Help"
"Load SalesOrders","Load SalesOrders"
"Load SalesOrders when","Load SalesOrders when"
"Load Tasks","Load Tasks"
"Load Tasks when","Load Tasks when"
"Load To","Load To"
"Load Type","Load Type"
"Load Zero Cost","Load Zero Cost"
"Load Zero Special Price","Load Zero Special Price"
"Loading Data in Cronjob have been disabled successfully.","Loading Data in Cronjob have been disabled successfully."
"Loading Data in Cronjob have been setup successfully.","Loading Data in Cronjob have been setup successfully."
"Loaded Information from Zoho CRM","Loaded Information from Zoho CRM"
"Log Action","Log Action"
"Log Data Type","Log Data Type"
"Log Details","Log Details"
"Log does not exist.","Log does not exist."
"Log ID #%s, logged synchronization %s","Log ID #%s, logged synchronization %s"
"Log Information","Log Information"
"Log Instantly When Object was Saved","Log Instantly When Object was Saved"
"Log Instantly When Object was Deleted","Log Instantly When Object was Deleted"
"Log Mode","Log Mode"
"Log Request ZohoCRM API","Log Request ZohoCRM API"
"Log Settings","Log Settings"
"Log Time","Log Time"
"Log Tracking","Log Tracking"
"Log was successfully deleted.","Log was successfully deleted."
"Log When Synchronize Data In Cron","Log When Synchronize Data In Cron"
"Log When Synchronize Data In Report","Log When Synchronize Data In Report"
"Log When ZohoCRM Request","Log When ZohoCRM Request"
"Login","Login"
"Login via customer's account","Login via customer's account"
"Logs","Logs"
"Manage Logs","Manage Logs"
"Manage Queue","Manage Queue"
"Manage Stock","Manage Stock"
"Manage Zoho User Accounts","Manage Zoho User Accounts"
"Mapping attribute \"%s\" was successfully saved.","Mapping attribute \"%s\" was successfully saved."
"Mapping attribute was successfully deleted.","Mapping attribute was successfully deleted."
"Mapping Attributes","Mapping Attributes"
"Mapping Attributes: Cart Data & Zoho Quotes","Mapping Attributes: Cart Data & Zoho Quotes"
"Mapping Attributes: Catalog Price Rules & Zoho Campaigns","Mapping Attributes: Catalog Price Rules & Zoho Campaigns"
"Mapping Attributes: Credit Memos' Statuses History & Zoho Events","Mapping Attributes: Credit Memos' Statuses History & Zoho Events"
"Mapping Attributes: Credit Memos' Comments & Zoho Tasks","Mapping Attributes: Credit Memos' Comments & Zoho Tasks"
"Mapping Attributes: Customer's Addresses & Zoho Contacts","Mapping Attributes: Customer's Addresses & Zoho Contacts"
"Mapping Attributes: Customers & Zoho Accounts","Mapping Attributes: Customers & Zoho Accounts"
"Mapping Attributes: Customers & Zoho Leads","Mapping Attributes: Customers & Zoho Leads"
"Mapping Attributes: Invoice's Comments & Zoho Tasks","Mapping Attributes: Invoice's Comments & Zoho Tasks"
"Mapping Attributes: Invoice's Statuses History & Zoho Events","Mapping Attributes: Invoice's Statuses History & Zoho Events"
"Mapping Attributes: Invoices & Zoho Invoices","Mapping Attributes: Invoices & Zoho Invoices"
"Mapping Attributes: Order's Comments & Zoho Tasks","Mapping Attributes: Order's Comments & Zoho Tasks"
"Mapping Attributes: Order's Statuses History & Zoho Events","Mapping Attributes: Order's Statuses History & Zoho Events"
"Mapping Attributes: Orders & Zoho SalesOrders","Mapping Attributes: Orders & Zoho SalesOrders"
"Mapping Attributes: Products & Zoho Products","Mapping Attributes: Products & Zoho Products"
"Mapping Attributes: Shipment's Comments & Zoho Tasks","Mapping Attributes: Shipment's Comments & Zoho Tasks"
"Mapping Attributes: Shipment's Statuses History & Zoho Events","Mapping Attributes: Shipment's Statuses History & Zoho Events"
"Mapping Attributes: Shopping Cart Price Rules & Zoho Campaigns","Mapping Attributes: Shopping Cart Price Rules & Zoho Campaigns"
"Mapping Attributes: Subscribers & Zoho Leads","Mapping Attributes: Subscribers & Zoho Leads"
"Mapping currency \"%s\" was successfully saved.","Mapping currency \"%s\" was successfully saved."
"Mapping currency was successfully deleted.","Mapping currency was successfully deleted."
"Mapping Currencies","Mapping Currencies"
"Mapping Invoices","Mapping Invoices"
"Mapping Orders","Mapping Orders"
"Mapping Potentials","Mapping Potentials"
"Mapping Products","Mapping Products"
"Mapping Quotes","Mapping Quotes"
"Mapping Zoho Accounts","Mapping Zoho Accounts"
"Mapping Zoho Leads","Mapping Zoho Leads"
"Maximum Qty Allowed in Shopping Cart","Maximum Qty Allowed in Shopping Cart"
"Maximum Qty Discount is Applied To","Maximum Qty Discount is Applied To"
"Minimum Qty Allowed in Shopping Cart","Minimum Qty Allowed in Shopping Cart"
"minute(s)","minute(s)"
"minute(s) ago","minute(s) ago"
"minute ago","minute ago"
"minutes ago","minutes ago"
"Modified Time","Modified Time"
"Module Status","Module Status"
"Module Version","Module Version"
"More Attributes","More Attributes"
"Name","Name"
"Name/Email","Name/Email"
"New customers are registered customers but register after create quote (cart).","New customers are registered customers but register after create quote (cart)."
"Next Load Data","Next Load Data"
"Next Step","Next Step"
"No","No"
"None","None"
"No Mapping","No Mapping"
"No mapping (only set zoho default value)","No mapping (only set zoho default value)"
"Normally, all order’s comment history (event creation, change statuses, comments information of orders, invoices, shipments and credit memos) will be synchronized into Sales Order’s Activities (Events and Tasks), however, if you set this setting value is <b>Enabled</b>, all those information will be synchornized into Activities of Potentials.","Normally, all order’s comment history (event creation, change statuses, comments information of orders, invoices, shipments and credit memos) will be synchronized into Sales Order’s Activities (Events and Tasks), however, if you set this setting value is <b>Enabled</b>, all those information will be synchornized into Activities of Potentials."
"Not connected","Not connected"
"not equals","not equals"
"Not recommended if all carts weren't been synchronized","Not recommended if all carts weren't been synchronized"
"Not recommended if all customers weren't been synchronized","Not recommended if all customers weren't been synchronized"
"Not recommended if all invoices weren't been synchronized","Not recommended if all invoices weren't been synchronized"
"Not recommended if all orders weren't been synchronized","Not recommended if all orders weren't been synchronized"
"Not recommended if all products weren't been synchronized","Not recommended if all products weren't been synchronized"
"Not recommended if all promotions (catalog price rules & shopping cart price rules) weren't been synchronized. Besides it, promotions must be synchronized before quotes & orders are synchronized","Not recommended if all promotions (catalog price rules & shopping cart price rules) weren't been synchronized. Besides it, promotions must be synchronized before quotes & orders are synchronized"
"Not recommended if all subscribers weren't been synchronized","Not recommended if all subscribers weren't been synchronized"
"Not Synchronized","Not Synchronized"
"Not Synchronized Addresses","Not Synchronized Addresses"
"Not Synchronized Catalog Price Rules","Not Synchronized Catalog Price Rules"
"Not Synchronized Customers","Not Synchronized Customers"
"Not Synchronized Invoices","Not Synchronized Invoices"
"Not Synchronized Orders","Not Synchronized Orders"
"Not Synchronized Products","Not Synchronized Products"
"Not Synchronized Promotions","Not Synchronized Promotions"
"Not Synchronized Quotes","Not Synchronized Quotes"
"Not Synchronized Shopping Cart Price Rules","Not Synchronized Shopping Cart Price Rules"
"Not Synchronized Subscribers","Not Synchronized Subscribers"
"Notification email has been just sent to Customer.","Notification email has been just sent to Customer."
"Notify for Quantity Below","Notify for Quantity Below"
"Number \"size\" has been autogenerated to greater than zero.","Number \"size\" has been autogenerated to greater than zero."
"Number \"to id\" has been autogenerated to greater than number \"from id\".","Number \"to id\" has been autogenerated to greater than number \"from id\"."
"Number Cancelled Orders","Number Cancelled Orders"
"Number Lifetime Orders","Number Lifetime Orders"
"Number objects will be synchronized in each time cronjob is executed. Default is <b>1</b>.","Number objects will be synchronized in each time cronjob is executed. Default is <b>1</b>."
"Number Success","Number Success"
"Object Type","Object Type"
"Only create new","Only create new"
"Only import Leads have","Only import Leads have"
"Only Sync Customer's Billing Address","Only Sync Customer's Billing Address"
"Order #","Order #"
"Order %s of customer %s has been created successfully.","Order %s of customer %s has been created successfully."
"Order %s of customer %s has been updated successfully.","Order %s of customer %s has been updated successfully."
"Order %s of guest %s has been created successfully.","Order %s of guest %s has been created successfully."
"Order %s of guest %s has been updated successfully.","Order %s of guest %s has been updated successfully."
"Order Comment History","Order Comment History"
"Order Created At","Order Created At"
"Order Date","Order Date"
"Order has been synchronized unsuccessfully: You have no permission do this.","Order has been synchronized unsuccessfully: You have no permission do this."
"Order has id \"%s\" has been synchronized successfully.","Order has id \"%s\" has been synchronized successfully."
"Order has id \"%s\" is not existed.","Order has id \"%s\" is not existed."
"Order Information","Order Information"
"Order Last Updated","Order Last Updated"
"Order Name","Order Name"
"Order Saved (Backend)","Order Saved (Backend)"
"Order Saved (Frontend)","Order Saved (Frontend)"
"Order Using","Order Using"
"Order(s) has been added to synchronization queue unsuccessfully: You have no permission do this.","Order(s) has been added to synchronization queue unsuccessfully: You have no permission do this."
"Other Information","Other Information"
"Order's Statuses Mapping","Order's Statuses Mapping"
"Orders","Orders"
"Orders from SalesOrders","Orders from SalesOrders"
"Password","Password"
"Password is invalid","Password is invalid"
"Password of zoho account \"%s\" was forgotten","Password of zoho account \"%s\" was forgotten"
"Payment attribute \"%s\" was successfully saved.","Payment attribute \"%s\" was successfully saved."
"Payment attribute was successfully deleted.","Payment attribute was successfully deleted."
"Payment Attributes","Payment Attributes"
"Payment Information","Payment Information"
"Payment Method","Payment Method"
"Pending","Pending"
"Please check product attribute set. Product attribute set \"%s\" does not exists.","Please check product attribute set. Product attribute set \"%s\" does not exists."
"Please check product category. Category \"%s\" does not exists.","Please check product category. Category \"%s\" does not exists."
"Please check product type. Product type \"%s\" does not exists.","Please check product type. Product type \"%s\" does not exists."
"Please check website name. Website \"%s\" does not exists.","Please check website name. Website \"%s\" does not exists."
"Please check zoho account. Customer that corresponding of zoho account (has zoho id #%s) linked with this quote does not exists.","Please check zoho account. Customer that corresponding of zoho account (has zoho id #%s) linked with this quote does not exists."
"Please input your purchased serial key to run module <b><a style='text-decoration: none;'>Magento ZohoCRM Bidirectional Synchronization Free Edition</a></b>. If you have no serial key, let <a target='_blank' href='http://www.crm4ecommerce.com/magento-zohocrm-bidirectional-synchronization-free-edition.html/'>contact with us</a> to buy.","Please input your purchased serial key to run module <b><a style='text-decoration: none;'>Magento ZohoCRM Bidirectional Synchronization Free Edition</a></b>. If you have no serial key, let <a target='_blank' href='http://www.crm4ecommerce.com/magento-zohocrm-bidirectional-synchronization-free-edition.html/'>contact with us</a> to buy."
"Please re-call to re-synchronize data.","Please re-call to re-synchronize data."
"Please register to use extension <u>%s</u>.","Please register to use extension <u>%s</u>."
"Please select account(s).","Please select account(s)."
"Please select attribute(s).","Please select attribute(s)."
"Please select currency(ies).","Please select currency(ies)."
"Please select item(s).","Please select item(s)."
"Please select log(s).","Please select log(s)."
"Please select mapping(s).","Please select mapping(s)."
"Please select queue item(s).","Please select queue item(s)."
"Primary or Billing Address","Primary or Billing Address"
"Priority","Priority"
"Probability","Probability"
"Processing: Complete Payment","Processing: Complete Payment"
"Processing: Complete Shipment","Processing: Complete Shipment"
"Product %s (Id %s) has been created successfully.","Product %s (Id %s) has been created successfully."
"Product %s (Id %s) has been updated successfully.","Product %s (Id %s) has been updated successfully."
"Product Attributes After Update","Product Attributes After Update"
"Product Category","Product Category"
"Product has been added to synchronization queue unsuccessfully: You have no permission do this.","Product has been added to synchronization queue unsuccessfully: You have no permission do this."
"Product has been synchronized unsuccessfully: You have no permission do this.","Product has been synchronized unsuccessfully: You have no permission do this."
"Product has id \"%s\" has been synchronized successfully.","Product has id \"%s\" has been synchronized successfully."
"Product has id \"%s\" is not existed.","Product has id \"%s\" is not existed."
"Product Information","Product Information"
"Product Name","Product Name"
"Product Saved (Backend)","Product Saved (Backend)"
"Product Saved (Frontend)","Product Saved (Frontend)"
"Product Stock Item After Update","Product Stock Item After Update"
"Product Type","Product Type"
"Product Url","Product Url"
"Product Website After Update","Product Website After Update"
"Products","Products"
"Products from Products","Products from Products"
"Promotion Catalog Price Rule has been synchronized unsuccessfully: You have no permission do this.","Promotion Catalog Price Rule has been synchronized unsuccessfully: You have no permission do this."
"Promotion Catalog Price Rule has id \"%s\" has been synchronized successfully.","Promotion Catalog Price Rule has id \"%s\" has been synchronized successfully."
